index,action,id_message,id_participant,recipients
2023-04-13 16:23:28.019461+08:00,send notification,jitai_temperature,usk18,1
2023-04-13 16:23:33.667402+08:00,send notification,jitai_temperature,usk21,1
2023-04-13 16:28:25.570374+08:00,send notification,jitai_temperature,usk07,1
2023-04-13 17:03:26.090939+08:00,send notification,jitai_temperature,usk15,1
2023-04-13 17:03:26.653871+08:00,send notification,jitai_temperature,usk16,1
2023-04-13 17:03:27.241689+08:00,send notification,jitai_temperature,usk17,1
2023-04-13 17:23:26.852210+08:00,send notification,jitai_temperature,usk10,1
2023-04-14 09:03:22.087750+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-14 09:03:22.875745+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-14 09:03:25.774811+08:00,send notification,jitai_noise_adaptive,usk06,1
2023-04-14 09:03:33.459853+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-14 09:33:22.676809+08:00,send notification,jitai_temperature,usk09,1
2023-04-14 09:33:24.680167+08:00,send notification,jitai_temperature,usk20,1
2023-04-14 09:38:23.132436+08:00,send notification,jitai_temperature,usk10,1
2023-04-14 10:08:26.231839+08:00,send notification,jitai_temperature,usk11,1
2023-04-14 10:13:24.114698+08:00,send notification,jitai_temperature,usk07,1
2023-04-14 10:13:30.414818+08:00,send notification,jitai_temperature,usk21,1
2023-04-14 10:18:27.585711+08:00,send notification,jitai_temperature,usk19,1
2023-04-14 10:33:26.536411+08:00,send notification,jitai_temperature,usk16,1
2023-04-14 10:33:30.965197+08:00,send notification,jitai_temperature,usk17,1
2023-04-14 10:33:31.856550+08:00,send notification,jitai_temperature,usk22,1
2023-04-14 10:33:32.419503+08:00,send notification,jitai_temperature,usk23,1
2023-04-14 10:33:33.009012+08:00,send notification,jitai_temperature,usk24,1
2023-04-14 11:03:23.415665+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-14 11:03:24.873972+08:00,send notification,jitai_noise_adaptive,usk06,1
2023-04-14 11:03:27.094899+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-14 12:03:29.764979+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-14 12:03:32.235408+08:00,send notification,jitai_temperature_adaptive,usk13,1
2023-04-14 12:38:26.945027+08:00,send notification,jitai_temperature,usk09,1
